state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Day,Month,Year
Nevada,No,Extended,High School or Below,Employed,F,Rural,Married,Personal L2,Offer2,Call Center,SUV,Medsize,10,2,2011
California,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal L3,Offer3,Agent,SUV,Medsize,6,1,2011
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal L3,Offer2,Branch,Four-Door Car,Medsize,12,1,2011
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal L2,Offer1,Agent,Four-Door Car,Medsize,5,1,2011
California,Yes,Basic,College,Employed,M,Suburban,Married,Corporate L2,Offer2,Branch,SUV,Small,21,1,2011
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal L2,Offer2,Call Center,SUV,Medsize,13,2,2011
Washington,No,Basic,College,Employed,F,Urban,Married,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,26,1,2011
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal L3,Offer2,Agent,SUV,Large,13,2,2011
California,Yes,Extended,College,Retired,F,Suburban,Single,Personal L2,Offer1,Branch,Four-Door Car,Small,1,2,2011
Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Corporate L2,Offer4,Agent,SUV,Small,18,1,2011
Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal L2,Offer1,Branch,Four-Door Car,Medsize,17,1,2011
Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal L2,Offer2,Web,Four-Door Car,Large,19,2,2011
Arizona,No,Basic,College,Employed,F,Urban,Married,Personal L2,Offer3,Call Center,SUV,Medsize,18,1,2011
Oregon,No,Extended,College,Unemployed,F,Suburban,Divorced,Corporate L3,Offer1,Branch,Sports Car,Medsize,10,1,2011
Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate L3,Offer4,Call Center,Two-Door Car,Medsize,17,1,2011
Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Corporate L2,Offer2,Branch,Four-Door Car,Medsize,27,1,2011
Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,7,2,2011
Oregon,Yes,Extended,Master,Retired,F,Suburban,Married,Personal L3,Offer2,Agent,Two-Door Car,Medsize,17,2,2011
California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,21,2,2011
California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal L2,Offer2,Agent,Two-Door Car,Medsize,20,1,2011
California,No,Extended,Master,Unemployed,F,Rural,Married,Personal L1,Offer1,Branch,SUV,Small,25,2,2011
Oregon,No,Basic,High School or Below,Medical Leave,M,Suburban,Divorced,Personal L1,Offer2,Branch,Two-Door Car,Medsize,21,2,2011
California,No,Basic,College,Employed,M,Urban,Married,Personal L1,Offer4,Branch,SUV,Medsize,16,2,2011
California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal L3,Offer3,Branch,SUV,Medsize,19,1,2011
California,No,Basic,Doctor,Employed,M,Urban,Divorced,Personal L2,Offer3,Agent,Two-Door Car,Medsize,23,1,2011
California,No,Extended,Master,Employed,M,Suburban,Married,Personal L3,Offer2,Call Center,Four-Door Car,Small,29,1,2011
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal L3,Offer4,Call Center,Four-Door Car,Medsize,3,2,2011
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize,31,1,2011
Oregon,No,Premium,Bachelor,Employed,M,Rural,Married,Personal L1,Offer1,Agent,Sports Car,Medsize,5,2,2011
Nevada,No,Basic,College,Medical Leave,F,Suburban,Married,Personal L2,Offer1,Branch,Four-Door Car,Medsize,18,1,2011
Arizona,Yes,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,Two-Door Car,Medsize,1,1,2011
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal L1,Offer3,Agent,Luxury Car,Medsize,9,1,2011
California,No,Extended,Master,Employed,M,Suburban,Married,Corporate L1,Offer3,Agent,Four-Door Car,Medsize,19,2,2011
Nevada,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal L3,Offer2,Web,Sports Car,Medsize,24,1,2011
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate L2,Offer3,Web,SUV,Medsize,30,1,2011
Oregon,Yes,Basic,College,Medical Leave,F,Suburban,Single,Personal L2,Offer1,Web,Two-Door Car,Medsize,1,2,2011
Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal L3,Offer2,Agent,SUV,Small,26,2,2011
Washington,No,Extended,College,Employed,F,Suburban,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize,16,2,2011
Oregon,No,Basic,College,Employed,F,Urban,Married,Personal L3,Offer4,Agent,Two-Door Car,Medsize,9,2,2011
Oregon,No,Basic,Bachelor,Disabled,M,Suburban,Single,Personal L3,Offer2,Branch,Four-Door Car,Medsize,22,2,2011
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate L3,Offer4,Web,SUV,Medsize,8,1,2011
California,No,Extended,College,Employed,M,Suburban,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize,19,2,2011
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal L3,Offer1,Web,Four-Door Car,Large,11,2,2011
Washington,Yes,Basic,College,Employed,M,Suburban,Married,Personal L2,Offer2,Web,Four-Door Car,Medsize,9,2,2011
Nevada,No,Extended,Doctor,Employed,F,Rural,Married,Corporate L2,Offer2,Agent,Two-Door Car,Medsize,30,1,2011
Oregon,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,8,2,2011
California,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate L2,Offer2,Call Center,Two-Door Car,Small,17,1,2011
California,No,Basic,College,Unemployed,F,Urban,Married,Personal L3,Offer4,Web,Four-Door Car,Medsize,22,1,2011
California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal L3,Offer1,Branch,Luxury Car,Small,17,1,2011
Arizona,No,Premium,College,Employed,F,Suburban,Married,Personal L2,Offer1,Branch,Four-Door Car,Medsize,24,1,2011
Washington,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,25,1,2011
California,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal L3,Offer2,Agent,Four-Door Car,Medsize,24,1,2011
Oregon,Yes,Basic,College,Employed,M,Urban,Married,Personal L3,Offer2,Agent,Sports Car,Medsize,7,2,2011
Oregon,No,Basic,Doctor,Employed,M,Rural,Married,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,3,2,2011
California,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Personal L3,Offer1,Agent,SUV,Medsize,27,2,2011
California,Yes,Extended,High School or Below,Unemployed,F,Suburban,Married,Corporate L3,Offer1,Agent,Four-Door Car,Large,24,2,2011
Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Personal L1,Offer2,Agent,Four-Door Car,Medsize,9,1,2011
California,Yes,Premium,College,Employed,M,Suburban,Married,Corporate L2,Offer1,Branch,Two-Door Car,Medsize,1,1,2011
California,Yes,Extended,Master,Unemployed,M,Suburban,Single,Corporate L2,Offer1,Agent,SUV,Small,31,1,2011
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal L1,Offer3,Agent,Two-Door Car,Small,20,2,2011
Arizona,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal L3,Offer1,Agent,Four-Door Car,Large,15,1,2011
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal L3,Offer1,Call Center,SUV,Medsize,23,1,2011
California,No,Extended,College,Employed,F,Rural,Married,Corporate L2,Offer4,Branch,Four-Door Car,Medsize,20,1,2011
Arizona,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal L3,Offer3,Branch,SUV,Medsize,9,2,2011
Arizona,No,Extended,High School or Below,Employed,M,Rural,Married,Personal L3,Offer2,Agent,SUV,Medsize,6,2,2011
Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate L3,Offer2,Call Center,Four-Door Car,Large,10,1,2011
California,No,Basic,College,Employed,F,Rural,Divorced,Corporate L1,Offer4,Call Center,Four-Door Car,Large,4,1,2011
Washington,No,Extended,Bachelor,Disabled,M,Rural,Divorced,Personal L2,Offer1,Web,Two-Door Car,Medsize,21,1,2011
Arizona,No,Extended,College,Employed,M,Rural,Divorced,Personal L1,Offer1,Web,Four-Door Car,Medsize,24,1,2011
California,No,Extended,High School or Below,Employed,M,Rural,Married,Personal L3,Offer2,Agent,Four-Door Car,Large,11,2,2011
Oregon,No,Extended,College,Employed,M,Rural,Divorced,Personal L2,Offer1,Branch,Four-Door Car,Medsize,14,1,2011
California,Yes,Extended,College,Retired,M,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize,23,2,2011
Oregon,No,Basic,Master,Unemployed,F,Suburban,Divorced,Personal L1,Offer1,Branch,Four-Door Car,Small,25,2,2011
California,No,Premium,College,Unemployed,M,Suburban,Single,Corporate L2,Offer1,Call Center,SUV,Medsize,28,1,2011
Washington,No,Extended,College,Employed,F,Urban,Married,Personal L1,Offer2,Web,Four-Door Car,Small,17,1,2011
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal L1,Offer2,Agent,Four-Door Car,Medsize,9,1,2011
Nevada,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal L1,Offer2,Web,Four-Door Car,Small,2,1,2011
California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal L2,Offer2,Agent,Four-Door Car,Large,22,1,2011
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal L2,Offer2,Agent,Four-Door Car,Medsize,17,1,2011
Nevada,No,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,17,2,2011
Oregon,No,Basic,High School or Below,Retired,M,Suburban,Single,Corporate L2,Offer1,Call Center,SUV,Medsize,10,1,2011
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L3,Offer1,Branch,Four-Door Car,Large,24,2,2011
Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L3,Offer2,Branch,Four-Door Car,Small,19,1,2011
California,No,Basic,Doctor,Employed,M,Rural,Single,Personal L2,Offer2,Agent,Four-Door Car,Medsize,18,2,2011
California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,4,2,2011
Washington,No,Basic,College,Employed,M,Suburban,Divorced,Personal L2,Offer3,Web,SUV,Small,26,2,2011
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal L2,Offer4,Agent,Luxury Car,Small,1,1,2011
Arizona,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal L2,Offer2,Agent,Four-Door Car,Medsize,28,2,2011
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize,10,2,2011
Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal L3,Offer1,Branch,Two-Door Car,Medsize,2,1,2011
Oregon,No,Basic,Master,Employed,M,Rural,Divorced,Personal L3,Offer4,Web,Four-Door Car,Small,9,1,2011
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal L3,Offer1,Web,SUV,Small,9,1,2011
Washington,No,Basic,High School or Below,Medical Leave,M,Suburban,Divorced,Personal L2,Offer3,Call Center,Two-Door Car,Large,27,1,2011
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal L3,Offer1,Branch,Two-Door Car,Small,16,1,2011
California,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate L3,Offer3,Branch,Four-Door Car,Small,15,1,2011
Arizona,Yes,Extended,College,Employed,M,Suburban,Married,Corporate L2,Offer1,Branch,Four-Door Car,Medsize,19,2,2011
Oregon,No,Premium,Master,Medical Leave,F,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Small,11,1,2011
California,No,Extended,College,Employed,F,Suburban,Single,Special L3,Offer1,Branch,Four-Door Car,Small,10,1,2011
California,No,Basic,College,Employed,M,Urban,Single,Personal L2,Offer3,Agent,Four-Door Car,Medsize,18,1,2011
Arizona,No,Basic,Bachelor,Employed,F,Urban,Single,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,4,1,2011
Nevada,No,Extended,College,Employed,F,Suburban,Married,Personal L3,Offer2,Branch,Four-Door Car,Small,26,1,2011
Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal L2,Offer2,Agent,SUV,Medsize,27,2,2011
California,No,Extended,High School or Below,Employed,M,Urban,Married,Corporate L2,Offer2,Call Center,Two-Door Car,Large,9,1,2011
California,No,Extended,Master,Employed,F,Urban,Married,Corporate L1,Offer3,Branch,SUV,Medsize,12,1,2011
California,No,Extended,High School or Below,Employed,M,Rural,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize,25,2,2011
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal L3,Offer1,Web,Four-Door Car,Medsize,19,1,2011
California,No,Basic,College,Employed,M,Suburban,Divorced,Personal L3,Offer3,Agent,Four-Door Car,Medsize,21,1,2011
Oregon,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal L2,Offer2,Web,Four-Door Car,Small,13,2,2011
Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal L1,Offer1,Branch,Four-Door Car,Large,2,2,2011
Washington,No,Basic,Master,Employed,M,Rural,Married,Corporate L3,Offer1,Agent,SUV,Medsize,16,2,2011
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal L3,Offer3,Branch,Luxury SUV,Small,13,2,2011
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal L3,Offer3,Agent,Luxury Car,Small,17,1,2011
Nevada,No,Basic,College,Employed,M,Suburban,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize,12,1,2011
California,No,Basic,Doctor,Employed,M,Suburban,Single,Corporate L2,Offer3,Agent,Two-Door Car,Small,24,1,2011
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate L2,Offer2,Call Center,Two-Door Car,Small,19,1,2011
California,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate L1,Offer1,Agent,Four-Door Car,Medsize,12,2,2011
Oregon,No,Extended,College,Employed,M,Rural,Married,Personal L1,Offer2,Branch,Four-Door Car,Medsize,11,1,2011
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L2,Offer2,Call Center,Two-Door Car,Medsize,16,2,2011
Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal L1,Offer3,Agent,Four-Door Car,Large,23,1,2011
Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal L1,Offer2,Branch,Four-Door Car,Medsize,17,1,2011
Arizona,No,Basic,Master,Employed,F,Suburban,Single,Personal L3,Offer2,Agent,Two-Door Car,Medsize,26,2,2011
Arizona,No,Basic,College,Employed,M,Rural,Married,Personal L2,Offer2,Branch,Four-Door Car,Medsize,18,1,2011
Arizona,No,Extended,Master,Employed,M,Suburban,Divorced,Corporate L3,Offer2,Agent,Two-Door Car,Medsize,20,2,2011
Oregon,No,Extended,Doctor,Employed,M,Rural,Married,Personal L2,Offer4,Web,Four-Door Car,Medsize,2,2,2011
Arizona,No,Extended,College,Unemployed,M,Suburban,Single,Corporate L3,Offer4,Call Center,Two-Door Car,Medsize,10,2,2011
Oregon,No,Basic,Bachelor,Employed,F,Rural,Single,Corporate L3,Offer1,Call Center,Luxury SUV,Medsize,30,1,2011
Oregon,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal L3,Offer2,Branch,Four-Door Car,Small,5,1,2011
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal L2,Offer2,Call Center,Two-Door Car,Medsize,6,2,2011
Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate L3,Offer4,Call Center,Sports Car,Medsize,23,1,2011
Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,8,1,2011
California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal L3,Offer2,Web,Four-Door Car,Medsize,30,1,2011
California,No,Premium,Bachelor,Employed,M,Urban,Married,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,23,1,2011
Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal L3,Offer4,Call Center,Luxury Car,Medsize,5,1,2011
Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L2,Offer2,Branch,Four-Door Car,Small,10,1,2011
Oregon,No,Basic,College,Employed,F,Suburban,Married,Corporate L3,Offer2,Call Center,Four-Door Car,Small,14,2,2011
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate L3,Offer3,Agent,SUV,Medsize,23,1,2011
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal L2,Offer4,Call Center,Four-Door Car,Small,16,1,2011
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal L2,Offer2,Call Center,SUV,Small,22,2,2011
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate L3,Offer1,Agent,Two-Door Car,Small,14,2,2011
California,No,Basic,College,Employed,F,Urban,Married,Personal L1,Offer2,Agent,Four-Door Car,Medsize,12,1,2011
Arizona,No,Extended,Doctor,Employed,M,Rural,Single,Personal L1,Offer1,Agent,Sports Car,Medsize,4,2,2011
Nevada,No,Basic,College,Employed,F,Rural,Married,Personal L2,Offer4,Agent,SUV,Small,3,1,2011
Arizona,No,Premium,College,Employed,M,Suburban,Married,Personal L2,Offer2,Call Center,Two-Door Car,Medsize,22,1,2011
Washington,Yes,Extended,College,Employed,F,Rural,Married,Personal L1,Offer2,Call Center,Two-Door Car,Small,28,1,2011
Oregon,No,Premium,Bachelor,Employed,M,Suburban,Divorced,Personal L1,Offer2,Branch,Four-Door Car,Medsize,12,1,2011
California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal L3,Offer4,Branch,Two-Door Car,Large,18,1,2011
Oregon,No,Basic,Doctor,Unemployed,F,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Small,19,1,2011
Nevada,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Special L2,Offer2,Agent,SUV,Small,23,2,2011
California,No,Extended,College,Employed,M,Rural,Divorced,Special L1,Offer3,Web,Four-Door Car,Medsize,13,2,2011
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,8,2,2011
Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Personal L2,Offer1,Branch,Luxury Car,Small,13,2,2011
California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal L2,Offer1,Branch,Four-Door Car,Medsize,11,2,2011
Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal L2,Offer2,Call Center,Two-Door Car,Medsize,3,1,2011
Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal L1,Offer4,Branch,Two-Door Car,Medsize,19,2,2011
California,No,Basic,Master,Employed,M,Urban,Married,Personal L1,Offer3,Agent,Four-Door Car,Medsize,28,1,2011
Washington,No,Extended,College,Employed,F,Rural,Married,Personal L2,Offer3,Agent,Four-Door Car,Medsize,26,1,2011
California,No,Basic,Master,Employed,F,Rural,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize,28,2,2011
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal L3,Offer4,Branch,Four-Door Car,Medsize,28,1,2011
Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal L1,Offer2,Web,Four-Door Car,Medsize,27,1,2011
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate L2,Offer1,Branch,Two-Door Car,Medsize,6,2,2011
Washington,No,Extended,College,Employed,M,Suburban,Married,Personal L2,Offer4,Call Center,Four-Door Car,Medsize,3,1,2011
California,Yes,Extended,Master,Unemployed,F,Suburban,Single,Personal L2,Offer1,Branch,Sports Car,Medsize,23,2,2011
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal L2,Offer4,Call Center,Four-Door Car,Small,7,2,2011
California,No,Extended,College,Employed,F,Rural,Divorced,Personal L3,Offer4,Agent,Four-Door Car,Medsize,27,2,2011
California,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal L1,Offer1,Web,SUV,Medsize,27,2,2011
Washington,No,Extended,High School or Below,Employed,F,Rural,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize,28,1,2011
Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Personal L3,Offer1,Agent,Four-Door Car,Small,20,1,2011
Oregon,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal L1,Offer4,Call Center,Four-Door Car,Small,19,1,2011
Oregon,Yes,Extended,College,Employed,M,Urban,Divorced,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,5,1,2011
Oregon,No,Premium,High School or Below,Employed,M,Rural,Married,Personal L3,Offer2,Agent,SUV,Medsize,5,1,2011
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal L3,Offer1,Branch,SUV,Small,6,1,2011
California,No,Premium,College,Disabled,M,Suburban,Divorced,Personal L3,Offer4,Agent,SUV,Small,4,1,2011
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate L2,Offer3,Call Center,Four-Door Car,Medsize,14,1,2011
California,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal L2,Offer1,Branch,Sports Car,Large,25,2,2011
Nevada,No,Extended,College,Employed,F,Urban,Divorced,Personal L3,Offer1,Web,Four-Door Car,Small,30,1,2011
Arizona,No,Premium,College,Employed,M,Suburban,Married,Personal L3,Offer1,Agent,SUV,Medsize,6,1,2011
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate L3,Offer1,Branch,Luxury SUV,Medsize,21,1,2011
